concept:name,lifecycle:transition,org:resource,time:timestamp,Activity,Resource,case:concept:name,case:variant,case:variant-index,case:creator
Create Quotation comparison Map,complete,Francois de Perrier,2011-01-12 21:55:00+00:00,Create Quotation comparison Map,Francois de Perrier,85,Variant 2,2,Fluxicon Disco
Analyze Quotation Comparison Map,start,Immanuel Karagianni,2011-01-13 04:27:00+00:00,Analyze Quotation Comparison Map,Immanuel Karagianni,85,Variant 2,2,Fluxicon Disco
Analyze Quotation Comparison Map,complete,Immanuel Karagianni,2011-01-13 04:42:00+00:00,Analyze Quotation Comparison Map,Immanuel Karagianni,85,Variant 2,2,Fluxicon Disco
Choose best option,start,Christian Francois,2011-01-13 04:42:00+00:00,Choose best option,Christian Francois,85,Variant 2,2,Fluxicon Disco
Choose best option,complete,Christian Francois,2011-01-13 04:42:00+00:00,Choose best option,Christian Francois,85,Variant 2,2,Fluxicon Disco
Settle Conditions With Supplier,start,Magdalena Predutta,2011-01-13 08:08:00+00:00,Settle Conditions With Supplier,Magdalena Predutta,85,Variant 2,2,Fluxicon Disco
Settle Conditions With Supplier,complete,Magdalena Predutta,2011-01-13 16:09:00+00:00,Settle Conditions With Supplier,Magdalena Predutta,85,Variant 2,2,Fluxicon Disco
Create Purchase Order,start,Karel de Groot,2011-01-13 23:17:00+00:00,Create Purchase Order,Karel de Groot,85,Variant 2,2,Fluxicon Disco
Create Purchase Order,complete,Karel de Groot,2011-01-13 23:26:00+00:00,Create Purchase Order,Karel de Groot,85,Variant 2,2,Fluxicon Disco
Confirm Purchase Order,start,Kiu Kan,2011-01-15 19:37:00+00:00,Confirm Purchase Order,Kiu Kan,85,Variant 2,2,Fluxicon Disco
Confirm Purchase Order,complete,Kiu Kan,2011-01-15 20:09:00+00:00,Confirm Purchase Order,Kiu Kan,85,Variant 2,2,Fluxicon Disco
Deliver Goods Services,start,Esmeralda Clay,2011-01-17 00:09:00+00:00,Deliver Goods Services,Esmeralda Clay,85,Variant 2,2,Fluxicon Disco
Deliver Goods Services,complete,Esmeralda Clay,2011-01-17 06:09:00+00:00,Deliver Goods Services,Esmeralda Clay,85,Variant 2,2,Fluxicon Disco
Release Purchase Order,start,Kim Passa,2011-01-17 14:00:00+00:00,Release Purchase Order,Kim Passa,85,Variant 2,2,Fluxicon Disco
Release Purchase Order,complete,Kim Passa,2011-01-17 14:01:00+00:00,Release Purchase Order,Kim Passa,85,Variant 2,2,Fluxicon Disco
Approve Purchase Order for payment,start,Magdalena Predutta,2011-01-17 23:18:00+00:00,Approve Purchase Order for payment,Magdalena Predutta,85,Variant 2,2,Fluxicon Disco
Approve Purchase Order for payment,complete,Magdalena Predutta,2011-01-17 23:19:00+00:00,Approve Purchase Order for payment,Magdalena Predutta,85,Variant 2,2,Fluxicon Disco
Send Invoice,start,Esmeralda Clay,2011-01-18 11:40:00+00:00,Send Invoice,Esmeralda Clay,85,Variant 2,2,Fluxicon Disco
Send Invoice,complete,Esmeralda Clay,2011-01-18 11:40:00+00:00,Send Invoice,Esmeralda Clay,85,Variant 2,2,Fluxicon Disco
Release Supplier's Invoice,start,Pedro Alvares,2011-01-19 01:59:00+00:00,Release Supplier's Invoice,Pedro Alvares,85,Variant 2,2,Fluxicon Disco
Release Supplier's Invoice,complete,Pedro Alvares,2011-01-19 02:02:00+00:00,Release Supplier's Invoice,Pedro Alvares,85,Variant 2,2,Fluxicon Disco
Authorize Supplier's Invoice payment,start,Pedro Alvares,2011-01-19 02:02:00+00:00,Authorize Supplier's Invoice payment,Pedro Alvares,85,Variant 2,2,Fluxicon Disco
Authorize Supplier's Invoice payment,complete,Pedro Alvares,2011-01-19 02:02:00+00:00,Authorize Supplier's Invoice payment,Pedro Alvares,85,Variant 2,2,Fluxicon Disco
Pay Invoice,start,Pedro Alvares,2011-01-19 03:04:00+00:00,Pay Invoice,Pedro Alvares,85,Variant 2,2,Fluxicon Disco
Pay Invoice,complete,Pedro Alvares,2011-01-19 03:16:00+00:00,Pay Invoice,Pedro Alvares,85,Variant 2,2,Fluxicon Disco
Create Purchase Requisition,start,Miu Hanwan,2011-01-12 01:43:00+00:00,Create Purchase Requisition,Miu Hanwan,86,Variant 14,14,Fluxicon Disco
Create Purchase Requisition,complete,Miu Hanwan,2011-01-12 02:36:00+00:00,Create Purchase Requisition,Miu Hanwan,86,Variant 14,14,Fluxicon Disco
Create Request for Quotation,start,Anna Kaufmann,2011-01-12 06:30:00+00:00,Create Request for Quotation,Anna Kaufmann,86,Variant 14,14,Fluxicon Disco
Create Request for Quotation,complete,Anna Kaufmann,2011-01-12 06:41:00+00:00,Create Request for Quotation,Anna Kaufmann,86,Variant 14,14,Fluxicon Disco
Analyze Request for Quotation,start,Karel de Groot,2011-01-12 09:37:00+00:00,Analyze Request for Quotation,Karel de Groot,86,Variant 14,14,Fluxicon Disco
Analyze Request for Quotation,complete,Karel de Groot,2011-01-12 09:53:00+00:00,Analyze Request for Quotation,Karel de Groot,86,Variant 14,14,Fluxicon Disco
Amend Request for Quotation,start,Miu Hanwan,2011-01-12 10:34:00+00:00,Amend Request for Quotation,Miu Hanwan,86,Variant 14,14,Fluxicon Disco
Amend Request for Quotation,complete,Miu Hanwan,2011-01-12 10:42:00+00:00,Amend Request for Quotation,Miu Hanwan,86,Variant 14,14,Fluxicon Disco
Analyze Request for Quotation,start,Francois de Perrier,2011-01-12 22:44:00+00:00,Analyze Request for Quotation,Francois de Perrier,86,Variant 14,14,Fluxicon Disco
Analyze Request for Quotation,complete,Francois de Perrier,2011-01-12 23:05:00+00:00,Analyze Request for Quotation,Francois de Perrier,86,Variant 14,14,Fluxicon Disco
Create Purchase Requisition,start,Fjodor Kowalski,2011-01-12 04:17:00+00:00,Create Purchase Requisition,Fjodor Kowalski,87,Variant 6,6,Fluxicon Disco
Create Purchase Requisition,complete,Fjodor Kowalski,2011-01-12 04:36:00+00:00,Create Purchase Requisition,Fjodor Kowalski,87,Variant 6,6,Fluxicon Disco
Analyze Purchase Requisition,start,Heinz Gutschmidt,2011-01-12 15:20:00+00:00,Analyze Purchase Requisition,Heinz Gutschmidt,87,Variant 6,6,Fluxicon Disco
Analyze Purchase Requisition,complete,Heinz Gutschmidt,2011-01-12 15:26:00+00:00,Analyze Purchase Requisition,Heinz Gutschmidt,87,Variant 6,6,Fluxicon Disco
Create Request for Quotation,start,Maris Freeman,2011-01-12 15:31:00+00:00,Create Request for Quotation,Maris Freeman,87,Variant 6,6,Fluxicon Disco
Create Request for Quotation,complete,Maris Freeman,2011-01-12 15:34:00+00:00,Create Request for Quotation,Maris Freeman,87,Variant 6,6,Fluxicon Disco
Analyze Request for Quotation,start,Magdalena Predutta,2011-01-12 17:45:00+00:00,Analyze Request for Quotation,Magdalena Predutta,87,Variant 6,6,Fluxicon Disco
Analyze Request for Quotation,complete,Magdalena Predutta,2011-01-12 17:51:00+00:00,Analyze Request for Quotation,Magdalena Predutta,87,Variant 6,6,Fluxicon Disco
Amend Request for Quotation,start,Nico Ojenbeer,2011-01-12 18:42:00+00:00,Amend Request for Quotation,Nico Ojenbeer,87,Variant 6,6,Fluxicon Disco
Amend Request for Quotation,complete,Nico Ojenbeer,2011-01-12 18:47:00+00:00,Amend Request for Quotation,Nico Ojenbeer,87,Variant 6,6,Fluxicon Disco
Analyze Request for Quotation,start,Karel de Groot,2011-01-13 07:07:00+00:00,Analyze Request for Quotation,Karel de Groot,87,Variant 6,6,Fluxicon Disco
Analyze Request for Quotation,complete,Karel de Groot,2011-01-13 07:30:00+00:00,Analyze Request for Quotation,Karel de Groot,87,Variant 6,6,Fluxicon Disco
Send Request for Quotation to Supplier,start,Karel de Groot,2011-01-14 00:15:00+00:00,Send Request for Quotation to Supplier,Karel de Groot,87,Variant 6,6,Fluxicon Disco
Send Request for Quotation to Supplier,complete,Karel de Groot,2011-01-14 00:34:00+00:00,Send Request for Quotation to Supplier,Karel de Groot,87,Variant 6,6,Fluxicon Disco
Create Quotation comparison Map,start,Magdalena Predutta,2011-01-14 10:34:00+00:00,Create Quotation comparison Map,Magdalena Predutta,87,Variant 6,6,Fluxicon Disco
Create Quotation comparison Map,complete,Magdalena Predutta,2011-01-14 11:59:00+00:00,Create Quotation comparison Map,Magdalena Predutta,87,Variant 6,6,Fluxicon Disco
Analyze Quotation Comparison Map,start,Nico Ojenbeer,2011-01-14 18:41:00+00:00,Analyze Quotation Comparison Map,Nico Ojenbeer,87,Variant 6,6,Fluxicon Disco
Analyze Quotation Comparison Map,complete,Nico Ojenbeer,2011-01-14 18:56:00+00:00,Analyze Quotation Comparison Map,Nico Ojenbeer,87,Variant 6,6,Fluxicon Disco
Choose best option,start,Tesca Lobes,2011-01-14 18:56:00+00:00,Choose best option,Tesca Lobes,87,Variant 6,6,Fluxicon Disco
Choose best option,complete,Tesca Lobes,2011-01-14 18:56:00+00:00,Choose best option,Tesca Lobes,87,Variant 6,6,Fluxicon Disco
Settle Conditions With Supplier,start,Francois de Perrier,2011-01-15 08:49:00+00:00,Settle Conditions With Supplier,Francois de Perrier,87,Variant 6,6,Fluxicon Disco
Settle Conditions With Supplier,complete,Francois de Perrier,2011-01-15 17:03:00+00:00,Settle Conditions With Supplier,Francois de Perrier,87,Variant 6,6,Fluxicon Disco
Create Purchase Order,start,Karel de Groot,2011-01-16 20:54:00+00:00,Create Purchase Order,Karel de Groot,87,Variant 6,6,Fluxicon Disco
Create Purchase Order,complete,Karel de Groot,2011-01-16 21:05:00+00:00,Create Purchase Order,Karel de Groot,87,Variant 6,6,Fluxicon Disco
Confirm Purchase Order,start,Esmeralda Clay,2011-01-17 06:35:00+00:00,Confirm Purchase Order,Esmeralda Clay,87,Variant 6,6,Fluxicon Disco
Confirm Purchase Order,complete,Esmeralda Clay,2011-01-17 06:53:00+00:00,Confirm Purchase Order,Esmeralda Clay,87,Variant 6,6,Fluxicon Disco
Deliver Goods Services,start,Carmen Finacse,2011-01-17 22:45:00+00:00,Deliver Goods Services,Carmen Finacse,87,Variant 6,6,Fluxicon Disco
Deliver Goods Services,complete,Carmen Finacse,2011-01-18 17:06:00+00:00,Deliver Goods Services,Carmen Finacse,87,Variant 6,6,Fluxicon Disco
Release Purchase Order,start,Christian Francois,2011-01-19 00:29:00+00:00,Release Purchase Order,Christian Francois,87,Variant 6,6,Fluxicon Disco
Release Purchase Order,complete,Christian Francois,2011-01-19 00:30:00+00:00,Release Purchase Order,Christian Francois,87,Variant 6,6,Fluxicon Disco
Approve Purchase Order for payment,start,Francois de Perrier,2011-01-19 13:07:00+00:00,Approve Purchase Order for payment,Francois de Perrier,87,Variant 6,6,Fluxicon Disco
Approve Purchase Order for payment,complete,Francois de Perrier,2011-01-19 13:08:00+00:00,Approve Purchase Order for payment,Francois de Perrier,87,Variant 6,6,Fluxicon Disco
Send Invoice,start,Carmen Finacse,2011-01-20 12:17:00+00:00,Send Invoice,Carmen Finacse,87,Variant 6,6,Fluxicon Disco
Send Invoice,complete,Carmen Finacse,2011-01-20 12:17:00+00:00,Send Invoice,Carmen Finacse,87,Variant 6,6,Fluxicon Disco
Release Supplier's Invoice,start,Pedro Alvares,2011-01-21 02:37:00+00:00,Release Supplier's Invoice,Pedro Alvares,87,Variant 6,6,Fluxicon Disco
Release Supplier's Invoice,complete,Pedro Alvares,2011-01-21 02:41:00+00:00,Release Supplier's Invoice,Pedro Alvares,87,Variant 6,6,Fluxicon Disco
Authorize Supplier's Invoice payment,start,Karalda Nimwada,2011-01-21 02:41:00+00:00,Authorize Supplier's Invoice payment,Karalda Nimwada,87,Variant 6,6,Fluxicon Disco
Authorize Supplier's Invoice payment,complete,Karalda Nimwada,2011-01-21 02:41:00+00:00,Authorize Supplier's Invoice payment,Karalda Nimwada,87,Variant 6,6,Fluxicon Disco
Pay Invoice,start,Karalda Nimwada,2011-01-21 03:02:00+00:00,Pay Invoice,Karalda Nimwada,87,Variant 6,6,Fluxicon Disco
Pay Invoice,complete,Karalda Nimwada,2011-01-21 03:09:00+00:00,Pay Invoice,Karalda Nimwada,87,Variant 6,6,Fluxicon Disco
Create Purchase Requisition,start,Miu Hanwan,2011-01-12 13:13:00+00:00,Create Purchase Requisition,Miu Hanwan,89,Variant 3,3,Fluxicon Disco
Create Purchase Requisition,complete,Miu Hanwan,2011-01-12 14:06:00+00:00,Create Purchase Requisition,Miu Hanwan,89,Variant 3,3,Fluxicon Disco
Analyze Purchase Requisition,start,Maris Freeman,2011-01-13 05:12:00+00:00,Analyze Purchase Requisition,Maris Freeman,89,Variant 3,3,Fluxicon Disco
Analyze Purchase Requisition,complete,Maris Freeman,2011-01-13 05:19:00+00:00,Analyze Purchase Requisition,Maris Freeman,89,Variant 3,3,Fluxicon Disco
Create Purchase Requisition,start,Anna Kaufmann,2011-01-12 17:43:00+00:00,Create Purchase Requisition,Anna Kaufmann,91,Variant 1,1,Fluxicon Disco
Create Purchase Requisition,complete,Anna Kaufmann,2011-01-12 18:19:00+00:00,Create Purchase Requisition,Anna Kaufmann,91,Variant 1,1,Fluxicon Disco
Analyze Purchase Requisition,start,Heinz Gutschmidt,2011-01-13 07:10:00+00:00,Analyze Purchase Requisition,Heinz Gutschmidt,91,Variant 1,1,Fluxicon Disco
Analyze Purchase Requisition,complete,Heinz Gutschmidt,2011-01-13 07:17:00+00:00,Analyze Purchase Requisition,Heinz Gutschmidt,91,Variant 1,1,Fluxicon Disco
Create Request for Quotation,start,Francis Odell,2011-01-13 07:21:00+00:00,Create Request for Quotation,Francis Odell,91,Variant 1,1,Fluxicon Disco
Create Request for Quotation,complete,Francis Odell,2011-01-13 07:23:00+00:00,Create Request for Quotation,Francis Odell,91,Variant 1,1,Fluxicon Disco
Analyze Request for Quotation,start,Magdalena Predutta,2011-01-16 02:41:00+00:00,Analyze Request for Quotation,Magdalena Predutta,91,Variant 1,1,Fluxicon Disco
Analyze Request for Quotation,complete,Magdalena Predutta,2011-01-16 03:12:00+00:00,Analyze Request for Quotation,Magdalena Predutta,91,Variant 1,1,Fluxicon Disco
Send Request for Quotation to Supplier,start,Francois de Perrier,2011-01-16 19:48:00+00:00,Send Request for Quotation to Supplier,Francois de Perrier,91,Variant 1,1,Fluxicon Disco
Send Request for Quotation to Supplier,complete,Francois de Perrier,2011-01-16 20:20:00+00:00,Send Request for Quotation to Supplier,Francois de Perrier,91,Variant 1,1,Fluxicon Disco
Create Quotation comparison Map,start,Francois de Perrier,2011-01-16 21:20:00+00:00,Create Quotation comparison Map,Francois de Perrier,91,Variant 1,1,Fluxicon Disco
Create Quotation comparison Map,complete,Francois de Perrier,2011-01-16 22:33:00+00:00,Create Quotation comparison Map,Francois de Perrier,91,Variant 1,1,Fluxicon Disco
Analyze Quotation Comparison Map,start,Anna Kaufmann,2011-01-17 05:00:00+00:00,Analyze Quotation Comparison Map,Anna Kaufmann,91,Variant 1,1,Fluxicon Disco
Analyze Quotation Comparison Map,complete,Anna Kaufmann,2011-01-17 05:33:00+00:00,Analyze Quotation Comparison Map,Anna Kaufmann,91,Variant 1,1,Fluxicon Disco
Choose best option,start,Nico Ojenbeer,2011-01-17 05:33:00+00:00,Choose best option,Nico Ojenbeer,91,Variant 1,1,Fluxicon Disco
Choose best option,complete,Nico Ojenbeer,2011-01-17 05:33:00+00:00,Choose best option,Nico Ojenbeer,91,Variant 1,1,Fluxicon Disco
Settle Conditions With Supplier,start,Karel de Groot,2011-01-17 08:50:00+00:00,Settle Conditions With Supplier,Karel de Groot,91,Variant 1,1,Fluxicon Disco
Settle Conditions With Supplier,complete,Karel de Groot,2011-01-17 14:39:00+00:00,Settle Conditions With Supplier,Karel de Groot,91,Variant 1,1,Fluxicon Disco
Create Purchase Order,start,Magdalena Predutta,2011-01-17 17:34:00+00:00,Create Purchase Order,Magdalena Predutta,91,Variant 1,1,Fluxicon Disco
Create Purchase Order,complete,Magdalena Predutta,2011-01-17 17:44:00+00:00,Create Purchase Order,Magdalena Predutta,91,Variant 1,1,Fluxicon Disco
Confirm Purchase Order,start,Carmen Finacse,2011-01-18 17:31:00+00:00,Confirm Purchase Order,Carmen Finacse,91,Variant 1,1,Fluxicon Disco
Confirm Purchase Order,complete,Carmen Finacse,2011-01-18 17:45:00+00:00,Confirm Purchase Order,Carmen Finacse,91,Variant 1,1,Fluxicon Disco
Deliver Goods Services,start,Esmeralda Clay,2011-01-19 14:30:00+00:00,Deliver Goods Services,Esmeralda Clay,91,Variant 1,1,Fluxicon Disco
Deliver Goods Services,complete,Esmeralda Clay,2011-01-20 08:17:00+00:00,Deliver Goods Services,Esmeralda Clay,91,Variant 1,1,Fluxicon Disco
Release Purchase Order,start,Anne Olwada,2011-01-20 15:28:00+00:00,Release Purchase Order,Anne Olwada,91,Variant 1,1,Fluxicon Disco
Release Purchase Order,complete,Anne Olwada,2011-01-20 15:29:00+00:00,Release Purchase Order,Anne Olwada,91,Variant 1,1,Fluxicon Disco
Approve Purchase Order for payment,start,Karel de Groot,2011-01-20 23:15:00+00:00,Approve Purchase Order for payment,Karel de Groot,91,Variant 1,1,Fluxicon Disco
Approve Purchase Order for payment,complete,Karel de Groot,2011-01-20 23:16:00+00:00,Approve Purchase Order for payment,Karel de Groot,91,Variant 1,1,Fluxicon Disco
Send Invoice,start,Kiu Kan,2011-01-22 07:30:00+00:00,Send Invoice,Kiu Kan,91,Variant 1,1,Fluxicon Disco
Send Invoice,complete,Kiu Kan,2011-01-22 07:30:00+00:00,Send Invoice,Kiu Kan,91,Variant 1,1,Fluxicon Disco
Release Supplier's Invoice,start,Pedro Alvares,2011-01-22 21:55:00+00:00,Release Supplier's Invoice,Pedro Alvares,91,Variant 1,1,Fluxicon Disco
Release Supplier's Invoice,complete,Pedro Alvares,2011-01-22 22:02:00+00:00,Release Supplier's Invoice,Pedro Alvares,91,Variant 1,1,Fluxicon Disco
Authorize Supplier's Invoice payment,start,Pedro Alvares,2011-01-22 22:02:00+00:00,Authorize Supplier's Invoice payment,Pedro Alvares,91,Variant 1,1,Fluxicon Disco
Authorize Supplier's Invoice payment,complete,Pedro Alvares,2011-01-22 22:02:00+00:00,Authorize Supplier's Invoice payment,Pedro Alvares,91,Variant 1,1,Fluxicon Disco
Pay Invoice,start,Pedro Alvares,2011-01-22 22:15:00+00:00,Pay Invoice,Pedro Alvares,91,Variant 1,1,Fluxicon Disco
Pay Invoice,complete,Pedro Alvares,2011-01-22 22:21:00+00:00,Pay Invoice,Pedro Alvares,91,Variant 1,1,Fluxicon Disco
Create Purchase Requisition,start,Anna Kaufmann,2011-01-12 21:07:00+00:00,Create Purchase Requisition,Anna Kaufmann,92,Variant 6,6,Fluxicon Disco
Create Purchase Requisition,complete,Anna Kaufmann,2011-01-12 21:13:00+00:00,Create Purchase Requisition,Anna Kaufmann,92,Variant 6,6,Fluxicon Disco
Analyze Purchase Requisition,start,Francis Odell,2011-01-13 14:34:00+00:00,Analyze Purchase Requisition,Francis Odell,92,Variant 6,6,Fluxicon Disco
Analyze Purchase Requisition,complete,Francis Odell,2011-01-13 14:41:00+00:00,Analyze Purchase Requisition,Francis Odell,92,Variant 6,6,Fluxicon Disco
Create Request for Quotation,start,Heinz Gutschmidt,2011-01-13 14:44:00+00:00,Create Request for Quotation,Heinz Gutschmidt,92,Variant 6,6,Fluxicon Disco
Create Request for Quotation,complete,Heinz Gutschmidt,2011-01-13 14:47:00+00:00,Create Request for Quotation,Heinz Gutschmidt,92,Variant 6,6,Fluxicon Disco
Analyze Request for Quotation,start,Karel de Groot,2011-01-15 03:15:00+00:00,Analyze Request for Quotation,Karel de Groot,92,Variant 6,6,Fluxicon Disco
Analyze Request for Quotation,complete,Karel de Groot,2011-01-15 03:48:00+00:00,Analyze Request for Quotation,Karel de Groot,92,Variant 6,6,Fluxicon Disco
Amend Request for Quotation,start,Alberto Duport,2011-01-15 04:48:00+00:00,Amend Request for Quotation,Alberto Duport,92,Variant 6,6,Fluxicon Disco
Amend Request for Quotation,complete,Alberto Duport,2011-01-15 04:55:00+00:00,Amend Request for Quotation,Alberto Duport,92,Variant 6,6,Fluxicon Disco
Analyze Request for Quotation,start,Francois de Perrier,2011-01-16 16:58:00+00:00,Analyze Request for Quotation,Francois de Perrier,92,Variant 6,6,Fluxicon Disco
Analyze Request for Quotation,complete,Francois de Perrier,2011-01-16 17:27:00+00:00,Analyze Request for Quotation,Francois de Perrier,92,Variant 6,6,Fluxicon Disco
Send Request for Quotation to Supplier,start,Francois de Perrier,2011-01-16 18:24:00+00:00,Send Request for Quotation to Supplier,Francois de Perrier,92,Variant 6,6,Fluxicon Disco
Send Request for Quotation to Supplier,complete,Francois de Perrier,2011-01-16 18:48:00+00:00,Send Request for Quotation to Supplier,Francois de Perrier,92,Variant 6,6,Fluxicon Disco
Create Quotation comparison Map,start,Magdalena Predutta,2011-01-16 21:30:00+00:00,Create Quotation comparison Map,Magdalena Predutta,92,Variant 6,6,Fluxicon Disco
Create Quotation comparison Map,complete,Magdalena Predutta,2011-01-17 00:08:00+00:00,Create Quotation comparison Map,Magdalena Predutta,92,Variant 6,6,Fluxicon Disco
Analyze Quotation Comparison Map,start,Kim Passa,2011-01-17 06:55:00+00:00,Analyze Quotation Comparison Map,Kim Passa,92,Variant 6,6,Fluxicon Disco
Analyze Quotation Comparison Map,complete,Kim Passa,2011-01-17 07:07:00+00:00,Analyze Quotation Comparison Map,Kim Passa,92,Variant 6,6,Fluxicon Disco
Choose best option,start,Kim Passa,2011-01-17 07:07:00+00:00,Choose best option,Kim Passa,92,Variant 6,6,Fluxicon Disco
Choose best option,complete,Kim Passa,2011-01-17 07:07:00+00:00,Choose best option,Kim Passa,92,Variant 6,6,Fluxicon Disco
Settle Conditions With Supplier,start,Francois de Perrier,2011-01-17 12:38:00+00:00,Settle Conditions With Supplier,Francois de Perrier,92,Variant 6,6,Fluxicon Disco
Settle Conditions With Supplier,complete,Francois de Perrier,2011-01-17 22:11:00+00:00,Settle Conditions With Supplier,Francois de Perrier,92,Variant 6,6,Fluxicon Disco
Create Purchase Order,start,Magdalena Predutta,2011-01-18 03:24:00+00:00,Create Purchase Order,Magdalena Predutta,92,Variant 6,6,Fluxicon Disco
Create Purchase Order,complete,Magdalena Predutta,2011-01-18 03:35:00+00:00,Create Purchase Order,Magdalena Predutta,92,Variant 6,6,Fluxicon Disco
Confirm Purchase Order,start,Esmeralda Clay,2011-01-18 11:40:00+00:00,Confirm Purchase Order,Esmeralda Clay,92,Variant 6,6,Fluxicon Disco
Confirm Purchase Order,complete,Esmeralda Clay,2011-01-18 11:56:00+00:00,Confirm Purchase Order,Esmeralda Clay,92,Variant 6,6,Fluxicon Disco
Deliver Goods Services,start,Karen Clarens,2011-01-19 00:32:00+00:00,Deliver Goods Services,Karen Clarens,92,Variant 6,6,Fluxicon Disco
Deliver Goods Services,complete,Karen Clarens,2011-01-19 12:30:00+00:00,Deliver Goods Services,Karen Clarens,92,Variant 6,6,Fluxicon Disco
Release Purchase Order,start,Fjodor Kowalski,2011-01-19 19:42:00+00:00,Release Purchase Order,Fjodor Kowalski,92,Variant 6,6,Fluxicon Disco
Release Purchase Order,complete,Fjodor Kowalski,2011-01-19 19:43:00+00:00,Release Purchase Order,Fjodor Kowalski,92,Variant 6,6,Fluxicon Disco
Approve Purchase Order for payment,start,Francois de Perrier,2011-01-20 13:48:00+00:00,Approve Purchase Order for payment,Francois de Perrier,92,Variant 6,6,Fluxicon Disco
Approve Purchase Order for payment,complete,Francois de Perrier,2011-01-20 13:49:00+00:00,Approve Purchase Order for payment,Francois de Perrier,92,Variant 6,6,Fluxicon Disco
Send Invoice,start,Sean Manney,2011-01-20 20:29:00+00:00,Send Invoice,Sean Manney,92,Variant 6,6,Fluxicon Disco
Send Invoice,complete,Sean Manney,2011-01-20 20:29:00+00:00,Send Invoice,Sean Manney,92,Variant 6,6,Fluxicon Disco
Release Supplier's Invoice,start,Pedro Alvares,2011-01-21 10:58:00+00:00,Release Supplier's Invoice,Pedro Alvares,92,Variant 6,6,Fluxicon Disco
Release Supplier's Invoice,complete,Pedro Alvares,2011-01-21 11:01:00+00:00,Release Supplier's Invoice,Pedro Alvares,92,Variant 6,6,Fluxicon Disco
Authorize Supplier's Invoice payment,start,Pedro Alvares,2011-01-21 11:01:00+00:00,Authorize Supplier's Invoice payment,Pedro Alvares,92,Variant 6,6,Fluxicon Disco
Authorize Supplier's Invoice payment,complete,Pedro Alvares,2011-01-21 11:01:00+00:00,Authorize Supplier's Invoice payment,Pedro Alvares,92,Variant 6,6,Fluxicon Disco
Pay Invoice,start,Pedro Alvares,2011-01-21 11:22:00+00:00,Pay Invoice,Pedro Alvares,92,Variant 6,6,Fluxicon Disco
Pay Invoice,complete,Pedro Alvares,2011-01-21 11:31:00+00:00,Pay Invoice,Pedro Alvares,92,Variant 6,6,Fluxicon Disco
Create Purchase Requisition,start,Fjodor Kowalski,2011-01-12 21:44:00+00:00,Create Purchase Requisition,Fjodor Kowalski,93,Variant 10,10,Fluxicon Disco
Create Purchase Requisition,complete,Fjodor Kowalski,2011-01-12 21:55:00+00:00,Create Purchase Requisition,Fjodor Kowalski,93,Variant 10,10,Fluxicon Disco
Create Request for Quotation,start,Clement Duchot,2011-01-13 00:58:00+00:00,Create Request for Quotation,Clement Duchot,93,Variant 10,10,Fluxicon Disco
Create Request for Quotation,complete,Clement Duchot,2011-01-13 01:08:00+00:00,Create Request for Quotation,Clement Duchot,93,Variant 10,10,Fluxicon Disco
Analyze Request for Quotation,start,Francois de Perrier,2011-01-16 23:14:00+00:00,Analyze Request for Quotation,Francois de Perrier,93,Variant 10,10,Fluxicon Disco
Analyze Request for Quotation,complete,Francois de Perrier,2011-01-16 23:22:00+00:00,Analyze Request for Quotation,Francois de Perrier,93,Variant 10,10,Fluxicon Disco
Amend Request for Quotation,start,Penn Osterwalder,2011-01-17 00:19:00+00:00,Amend Request for Quotation,Penn Osterwalder,93,Variant 10,10,Fluxicon Disco
Amend Request for Quotation,complete,Penn Osterwalder,2011-01-17 00:26:00+00:00,Amend Request for Quotation,Penn Osterwalder,93,Variant 10,10,Fluxicon Disco
Analyze Request for Quotation,start,Francois de Perrier,2011-01-17 01:48:00+00:00,Analyze Request for Quotation,Francois de Perrier,93,Variant 10,10,Fluxicon Disco
Analyze Request for Quotation,complete,Francois de Perrier,2011-01-17 02:11:00+00:00,Analyze Request for Quotation,Francois de Perrier,93,Variant 10,10,Fluxicon Disco
Amend Request for Quotation,start,Miu Hanwan,2011-01-17 03:05:00+00:00,Amend Request for Quotation,Miu Hanwan,93,Variant 10,10,Fluxicon Disco
Amend Request for Quotation,complete,Miu Hanwan,2011-01-17 03:18:00+00:00,Amend Request for Quotation,Miu Hanwan,93,Variant 10,10,Fluxicon Disco
Analyze Request for Quotation,start,Francois de Perrier,2011-01-17 05:20:00+00:00,Analyze Request for Quotation,Francois de Perrier,93,Variant 10,10,Fluxicon Disco
Analyze Request for Quotation,complete,Francois de Perrier,2011-01-17 05:29:00+00:00,Analyze Request for Quotation,Francois de Perrier,93,Variant 10,10,Fluxicon Disco
Send Request for Quotation to Supplier,start,Magdalena Predutta,2011-01-18 02:25:00+00:00,Send Request for Quotation to Supplier,Magdalena Predutta,93,Variant 10,10,Fluxicon Disco
Send Request for Quotation to Supplier,complete,Magdalena Predutta,2011-01-18 03:01:00+00:00,Send Request for Quotation to Supplier,Magdalena Predutta,93,Variant 10,10,Fluxicon Disco
Create Quotation comparison Map,start,Magdalena Predutta,2011-01-18 19:07:00+00:00,Create Quotation comparison Map,Magdalena Predutta,93,Variant 10,10,Fluxicon Disco
Create Quotation comparison Map,complete,Magdalena Predutta,2011-01-18 22:23:00+00:00,Create Quotation comparison Map,Magdalena Predutta,93,Variant 10,10,Fluxicon Disco
